label,review,clean_review
neg,"The Worst!: A complete waste of time. Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing. I'm embarrassed for this author and very disappointed I actually paid for this book.",worst complete waste time typographical errors poor grammar totally pathetic plot add absolutely nothing im embarrassed author disappointed actually paid book
pos,"Great book: This was a great book,I just could not put it down,and could not read it fast enough. Boy what a book the twist and turns in this just keeps you guessing and wanting to know what is going to happen next. This book makes you fall in love and can heat you up,it can also make you so angery. this book can make you go throu several of your emotions. This is a quick read romance. It is something that you will want to end your day off with if you read at night.",great book great booki could put downand could read fast enough boy book twist turns keeps guessing wanting know going happen next book makes fall love heat upit also make angery book make go throu several emotions quick read romance something want end day read night
pos,"Great Read: I thought this book was brilliant, but yet realistic. It showed me that to error is human. I loved the fact that this writer showed the loving side of God and not the revengeful side of him. I loved how it twisted and turned and I could not put it down. I also loved The glass castle.",great read thought book brilliant yet realistic showed error human loved fact writer showed loving side god revengeful side loved twisted turned could put also loved glass castle
neg,"Oh please: I guess you have to be a romance novel lover for this one, and not a very discerning one. All others beware! It is absolute drivel. I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt. Wait - maybe I'm missing the point. A quick re-read of the beginning now makes it clear. This has to be an intentional churning of over-heated prose for satiric purposes. Phew, so glad I didn't waste $10.95 after all.",oh please guess romance novel lover one discerning one others beware absolute drivel figured trouble typo prominently featured back cover first page book removed doubt wait maybe im missing point quick reread beginning makes clear intentional churning overheated prose satiric purposes phew glad didnt waste
neg,"Awful beyond belief!: I feel I have to write to keep others from wasting their money. This book seems to have been written by a 7th grader with poor grammatical skills for her age! As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter. For example, it was mentioned twice that she had a ""lean"" on her house. I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling. Please don't waste your money. I too, believe that the good reviews must have been written by the author's relatives. I will not put much faith in the reviews from now on!",awful beyond belief feel write keep others wasting money book seems written th grader poor grammatical skills age another reviewer points misspelling cover believe least one per chapter example mentioned twice lean house distracted poor writing weak plot decided read pencil hand mark horrible grammar spelling please dont waste money believe good reviews must written authors relatives put much faith reviews
neg,"Don't try to fool us with fake reviews.: It's glaringly obvious that all of the glowing reviews have been written by the same person, perhaps the author herself. They all have the same misspellings and poor sentence structure that is featured in the book. Who made Veronica Haddon think she is an author?",dont try fool us fake reviews glaringly obvious glowing reviews written person perhaps author misspellings poor sentence structure featured book made veronica haddon think author
pos,"A romantic zen baseball comedy: When you hear folks say that they don't make 'em like that anymore, they might be talking about ""BY THE SEA"". This is a very cool story about a young Cuban girl searching for idenity who stumbles into a coastal resort kitchen gig with a zen motorcycle maintenance man, three hysterical Italian chefs and a Latino fireballing right handed pitcher who plays on the team sponsored by the resort's owner. As is often the case she 'finds' herself through honest, often comical but always emotional, interaction with this sizzling roster of players. With the perfect mix of special effects, that salsa sound and flashbacks, BY THE SEA, gets 4 BIG stars from me!",romantic zen baseball comedy hear folks say dont make em like anymore might talking sea cool story young cuban girl searching idenity stumbles coastal resort kitchen gig zen motorcycle maintenance man three hysterical italian chefs latino fireballing right handed pitcher plays team sponsored resorts owner often case finds honest often comical always emotional interaction sizzling roster players perfect mix special effects salsa sound flashbacks sea gets big stars
pos,"Fashionable Compression Stockings!: After I had a DVT my doctor required me to wear compression stockings. I wore ugly white TED hose and yucky thick brown stockings. Then I found Jobst UltraSheer. They gave me the compression I needed (15-20,) but looked like regular pantyhose. Even though my blood clot has been gone for 4 years, I still buy these to wear as support stockings because they make my legs feel so nice.**Note, I have problems with the rubberized tops rolling down my thigh. I tried the Jobst adhesive, but I hated having my skin pulled all day. I bought an inexpensive garter belt and it works fine and helps keep the stockings from rolling.",fashionable compression stockings dvt doctor required wear compression stockings wore ugly white ted hose yucky thick brown stockings found jobst ultrasheer gave compression needed looked like regular pantyhose even though blood clot gone years still buy wear support stockings make legs feel nicenote problems rubberized tops rolling thigh tried jobst adhesive hated skin pulled day bought inexpensive garter belt works fine helps keep stockings rolling
pos,"Jobst UltraSheer Thigh High: Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help.",jobst ultrasheer thigh high excellent product however difficult get older people feel like ive full day workout getting also day wears begin roll top create deep ridge skin wear two difficulties could addressed would help
neg,sizes recomended in the size chart are not real: sizes are much smaller than what is recomended in the chart. I tried to put it and sheer it!. I guess you should not buy this item in the internet..it is better to go to the store and check it,sizes recomended size chart real sizes much smaller recomended chart tried put sheer guess buy item internetit better go store check
neg,"mens ultrasheer: This model may be ok for sedentary types, but I'm active and get around alot in my job - consistently found these stockings rolled up down by my ankles! Not Good!! Solution: go with the standard compression stocking, 20-30, stock #114622. Excellent support, stays up and gives me what I need. Both pair of these also tore as I struggled to pull them up all the time. Good riddance/bad investment!",mens ultrasheer model may ok sedentary types im active get around alot job consistently found stockings rolled ankles good solution go standard compression stocking stock excellent support stays gives need pair also tore struggled pull time good riddancebad investment
pos,"Delicious cookie mix: I thought it was funny that I bought this product without knowing it was a mix. I read the header very quickly and just thought it was packaged cookies. But no, it is cookie MIX and I guess I should have noticed that since it is right in the title.This is the first time I have ever tried baking with a cookie mix. If you are used to the convenience of the cookie dough that you buy wrapped up in plastic logs then you might be in for a bit of a surprise. Mixing up the dough can get VERY messy (it is extremely sticky). However, with a cookie mix like this you have a lot of flexibility in the ratio of ingredients (I like to add some extra butter to make the baked cookies more chewy). Also, this mix has really large chocolate chips in it--I love that.I removed a star for the addition of 'natural flavors' in the mix.",delicious cookie mix thought funny bought product without knowing mix read header quickly thought packaged cookies cookie mix guess noticed since right titlethis first time ever tried baking cookie mix used convenience cookie dough buy wrapped plastic logs might bit surprise mixing dough get messy extremely sticky however cookie mix like lot flexibility ratio ingredients like add extra butter make baked cookies chewy also mix really large chocolate chips iti love thati removed star addition natural flavors mix
neg,"Another Abysmal Digital Copy: Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon.",another abysmal digital copy rather scratches insect droppings one random pixelations combined muddy light vague image resolution probably cue packaging straight street corner bootleg dealerif youve ever seen reasonably good condition film copy know defining visuals film crystal clear lighting contrasts black white surrounding countryside old home scenes set early morning ground mists haze memory events bridge water bright clear immediatehere everything dull dark clouded remember timbre enunciation captains commands visualsafter hard believe award winning critically acclaimed films best presentation youtube somewhere dvd comes standard mm public library reeljust none appear amazon
pos,"A fascinating insight into the life of modern Japanese teens: I thoroughly enjoyed Rising Sons and Daughters. I don't know of any other book that looks at Japanese society from the point of view of its young people poised as they are between their parents' age-old Japanese culture of restraint and obedience to the will of the community, and their peers' adulation of Western culture. True to form, the ""New Young"" of Japan seem to be creating an ""international"" blend, as the Ando family demonstrates in this beautifully written book of vignettes of the private lives of members of this family. Steven Wardell is clearly a talented young author, adopted for some of his schooling into this family of four teens, and thus able to view family life in Japan from the inside out. A great read!",fascinating insight life modern japanese teens thoroughly enjoyed rising sons daughters dont know book looks japanese society point view young people poised parents ageold japanese culture restraint obedience community peers adulation western culture true form new young japan seem creating international blend ando family demonstrates beautifully written book vignettes private lives members family steven wardell clearly talented young author adopted schooling family four teens thus able view family life japan inside great read
pos,"i liked this album more then i thought i would: I heard a song or two and thought same o same o,but when i listened to songs like ""blue angel"",""lanna"" and 'mama"" the hair just rose off my neck.Roy is trully an amazing singer with a talent you don't find much now days.",liked album thought would heard song two thought obut listened songs like blue angellanna mama hair rose neckroy trully amazing singer talent dont find much days
neg,"Problem with charging smaller AAAs: I have had the charger for more than two years. It charges AA batteries just fine, but has a huge problem securing smaller AAA batteries. To charge the smaller batteries you need to flip down the little button at the positive end. In the beginning one of the four AAA batteries would pop up, and now three out of the four won't hold. The problem is the flip mechanism became loose, and any horizontal pressure would push the buttons back up. What I have to do now is using duct tape and a segment of crayon, apply the crayon on the buttons, and wrap the tape around. You know how painful that is.",problem charging smaller aaas charger two years charges aa batteries fine huge problem securing smaller aaa batteries charge smaller batteries need flip little button positive end beginning one four aaa batteries would pop three four wont hold problem flip mechanism became loose horizontal pressure would push buttons back using duct tape segment crayon apply crayon buttons wrap tape around know painful
neg,"Works, but not as advertised: I bought one of these chargers..the instructions say the lights stay on while the battery charges...true. The instructions doNT say the lights turn off when its done. Which is also true. 24 hours of charging and the lights stay on. I returned it thinking I had a bad unit.The new one did the same thing. I just kept it since it does charge...but the lights are useless since they seem to always stay on. It's a ""backup"" charger for when I manage to drain all my AAs but I wouldn't want this as my only charger.",works advertised bought one chargersthe instructions say lights stay battery chargestrue instructions dont say lights turn done also true hours charging lights stay returned thinking bad unitthe new one thing kept since chargebut lights useless since seem always stay backup charger manage drain aas wouldnt want charger
neg,"Disappointed: I read the reviews,made my purchase and was very disappointed. The charger is convenient by charging all four batteries at once but the charge only lasts a very short time. I now have to go and find batteries that will give me longer life than the kodak NiMH AA batteries.",disappointed read reviewsmade purchase disappointed charger convenient charging four batteries charge lasts short time go find batteries give longer life kodak nimh aa batteries
neg,"Oh dear: I was excited to find a book ostensibly about Muslim feminism, but this volume did not live up to the expectations.One essay, among other things, describes the veil as potentially liberating. It doesn't begin to explain how or why.Another, on Muslim women in Cape Town, claims that Muslim women there are separate but ""more than equal."" Gee whiz, what a disappointment.I had expected and hoped for at least one Muslim feminist condemnation of gender apartheid. But there is not a single one in the book.I'm surprised it didn't have an essay extolling the virtues of female genital mutilation.--Alyssa A. Lappen",oh dear excited find book ostensibly muslim feminism volume live expectationsone essay among things describes veil potentially liberating doesnt begin explain whyanother muslim women cape town claims muslim women separate equal gee whiz disappointmenti expected hoped least one muslim feminist condemnation gender apartheid single one bookim surprised didnt essay extolling virtues female genital mutilationalyssa lappen
pos,"Based on the reviews here I bought one and I'm glad I did!: This VCR/DVD was an early Christmas present to myself after deciding to join the rest of the world in DVD-land but not wanting to let go of my VHS movies quite yet. Based on the reviews and price, and because I own a JVC TV, this was my choice. I agree with the easy set-up. It's a bit awkward to work the whole TV/VHS/DVD selection options but I think I've gotten the hang of it.Two comments: it's not intuitive and actually is pretty complicated (too many buttons on the remote but that might please others who are more technically-minded than me) so I've had to rely heavily on the how-to manual. And setting the VCR timer is awkward -- you can't enter the start and end time but have to scroll (unless I'm missing something)...but those are my only complaints. This is a good product for your $$$.",based reviews bought one im glad vcrdvd early christmas present deciding join rest world dvdland wanting let go vhs movies quite yet based reviews price jvc tv choice agree easy setup bit awkward work whole tvvhsdvd selection options think ive gotten hang ittwo comments intuitive actually pretty complicated many buttons remote might please others technicallyminded ive rely heavily howto manual setting vcr timer awkward cant enter start end time scroll unless im missing somethingbut complaints good product
neg,"Incorrect disc!: I am a big JVC fan, but I do not like this model, I was suspiscious when I saw several units in the return section of the store. I bought one anyway (new) and must say I am not happy. The unit sends out clicks to the receiver once in a while, the transition between scenes is not always smooth,(like a little pause) and while it is still fairly new I can't get any DVD,CD or even a DVD headcleaner to work. All I get is a ""incorrect disc"" message.",incorrect disc big jvc fan like model suspiscious saw several units return section store bought one anyway new must say happy unit sends clicks receiver transition scenes always smoothlike little pause still fairly new cant get dvdcd even dvd headcleaner work get incorrect disc message
pos,"happy with it...but: I'm a JVC nut...I have 3 JVC televisions, one VCR, one bookshelf audio system and car audio system. So when it came time to move the VCR player to the boys room and get another one for the old man I knew what make it was going to be. I decided on the combo player because I don't think VHS is going to be around much longer. I like my combo player except for 2 things:(1)no cable box compatability on the remote control (2)no seperate audio video inputs only input for coax cable from my cable box so all of the cable programming is in mono...wife can't tell the difference in the sound so if she's happy then I'll just live with it. VCR and DVD look and sound GREAT!!!!!!!",happy itbut im jvc nuti jvc televisions one vcr one bookshelf audio system car audio system came time move vcr player boys room get another one old man knew make going decided combo player dont think vhs going around much longer like combo player except thingsno cable box compatability remote control seperate audio video inputs input coax cable cable box cable programming monowife cant tell difference sound shes happy ill live vcr dvd look sound great
neg,"should be titled ""Hollywood Debacle"": The plot is so ridiculous, I have to wonder if they even read the script before making this film. The mountain lion breaks out of his trailer - and the cars behind don't notice? The mountain lion is captured - and put in a jail cell? Get real! Utterly, completely stupid.",titled hollywood debacle plot ridiculous wonder even read script making film mountain lion breaks trailer cars behind dont notice mountain lion captured put jail cell get real utterly completely stupid
pos,"Is this great TV??? You bet it is: Hotel Babylon is not just good TV...it's great TV!!!! The show features some incredible acting from Tamzin Outhwaite (formerly of EastEnders, a BBC soap) and Max Beesley (from the ill-fated movie ""Glitter"" starring Mariah Carey). The show could make for a great drama series, but I felt that it is a mix of a drama, comedy, and soap opera all mixed into a great BBC show. The show aired on BBC America for a while but didn't get around to seeing it. I can now say that I got the DVD set and all the episodes are great. The season finale was an interesting to watch.The show reminds me of Hotel which aired on ABC from 1983 to 1988. The reason...Hotel was set at a fictional San Francisco hotel as Hotel Babylon was set at a luxury five-star hotel in England.I recommend this DVD to anyone who is willing to watch a great show from the BBC.",great tv bet hotel babylon good tvits great tv show features incredible acting tamzin outhwaite formerly eastenders bbc soap max beesley illfated movie glitter starring mariah carey show could make great drama series felt mix drama comedy soap opera mixed great bbc show show aired bbc america didnt get around seeing say got dvd set episodes great season finale interesting watchthe show reminds hotel aired abc reasonhotel set fictional san francisco hotel hotel babylon set luxury fivestar hotel englandi recommend dvd anyone willing watch great show bbc
neg,"Nothing you don't already know: If you have even casually looked into applying to law school, have already read everything there is in this book, do not waste your money, seriously!!",nothing dont already know even casually looked applying law school already read everything book waste money seriously
neg,"Unfortunately it wasn't entertaining in the least bit.: When I first ordered the CD, I figured it was going to be a hip, cool daddy vibe CD. However much to my dismay it sounds like a fourth grade music class. The main jist of the CD is that there is a xylaphone playing over peoples voices trying to replicate happening party. I believe if I played this CD at a party anywhere in my neighborhood I would get laughed off the beach. Growing up a surfer in San Diego, I would not recommend this CD to any of my Southern California brothers. Honestly, when I played it I kinda of felt I was in a bad B movie. The absolutle epitimy of the CD is the last ""vibe"" Surf Cha Cha. Surfers don't CHA.",unfortunately wasnt entertaining least bit first ordered cd figured going hip cool daddy vibe cd however much dismay sounds like fourth grade music class main jist cd xylaphone playing peoples voices trying replicate happening party believe played cd party anywhere neighborhood would get laughed beach growing surfer san diego would recommend cd southern california brothers honestly played kinda felt bad b movie absolutle epitimy cd last vibe surf cha cha surfers dont cha
pos,"Rochelle explains It All for You: Wondering what the hell has happened to the moral aspect of modern American culture ? This book is a lucid, well argued explanation of the simple fact that we have become so totally focused on our individual RIGHTS that we have completely ignored, and even mocked, our personal and public responsibilities. The final response and indictment of Robert Ringer's best seller, LOOKING OUT FOR #1. This is a great time for anyone who is disgusted with the boorish state of American media, politics and discourse in general, to clear their heads for the substantial challenges that lie before us not only as Americans, but as human beings. A great book",rochelle explains wondering hell happened moral aspect modern american culture book lucid well argued explanation simple fact become totally focused individual rights completely ignored even mocked personal public responsibilities final response indictment robert ringers best seller looking great time anyone disgusted boorish state american media politics discourse general clear heads substantial challenges lie us americans human beings great book
pos,"More great playing: Larry's work for the Muse label in the late 80s and early 90s found him exploring the rich catalog of jazz standards that he probably grew up playing. Surrounding himself with the best musicians around, Larry sounds relaxed, focused, and totally in control. Listen to Larry's take on ""My Funny Valentine"" and tell me it doesn't stand right up there with Chet Baker's or Miles'. A very fine album that you'll enjoy again and again.",great playing larrys work muse label late early found exploring rich catalog jazz standards probably grew playing surrounding best musicians around larry sounds relaxed focused totally control listen larrys take funny valentine tell doesnt stand right chet bakers miles fine album youll enjoy
neg,"Doesn't work on a Mac: It clearly says on line this will work on a Mac OS system. The disk comes and it does not, only Windows . Do Not order this if you have a Mac!!!!!!!",doesnt work mac clearly says line work mac os system disk comes windows order mac
neg,"Very Frustrating: My three year old son was very excited to get this but after two attempts at playing it hasn't been touched since. You are not able to use the mouse through any of the games except for the ""power-up segments"" instead you are using the up-down arrows on the keyboard - too hard for him and not much fun. Very disapointed with this game and wish I could return it.",frustrating three year old son excited get two attempts playing hasnt touched since able use mouse games except powerup segments instead using updown arrows keyboard hard much fun disapointed game wish could return
neg,"Mind numbing: This game makes you do the same things over and over, it never holds my son's attention long enough to get to the next level. There is no choice of games you have to do every thing in order. We have another Rescue Heroes game and both my boys 3 and 6 love it, but this one is a dog!",mind numbing game makes things never holds sons attention long enough get next level choice games every thing order another rescue heroes game boys love one dog
neg,"Cannot recommend: As a former Alaskan, I didn't want to have to do this. But after repeatedly attempting Allman's recipes and having to throw out 8-10 cups of flour and miscellaneous ingredients nearly every time--and then comparing to Ed Wood's recipes which work flawlessly, and Lisa Rayner's very excellent Wild Bread: Hand-baked sourdough artisan breads in your own kitchen, I can't help but notice that their recipes work, where Allman's fail.I'm not a novice baker. The only thing that worked reliably was the pancakes recipe, but that can be found other places as well.If you are looking for reliable recipes and concise information about starting a sourdough and maintaining it, I recommend any of Ed Wood's books, even his very old ones. Lisa Rayner has written a fabulous tome in Wild Bread. But pass on this book.While some of the historical vignettes were interesting--not enough so to warrant the cost of the book. Check it out at your library if you must.",recommend former alaskan didnt want repeatedly attempting allmans recipes throw cups flour miscellaneous ingredients nearly every timeand comparing ed woods recipes work flawlessly lisa rayners excellent wild bread handbaked sourdough artisan breads kitchen cant help notice recipes work allmans failim novice baker thing worked reliably pancakes recipe found places wellif looking reliable recipes concise information starting sourdough maintaining recommend ed woods books even old ones lisa rayner written fabulous tome wild bread pass bookwhile historical vignettes interestingnot enough warrant cost book check library must
pos,Alaska sourdough: REad most of the book while visiting my brother in Alaska. Loved it. I am going to be making my sourdough starter soon. Book is full of great stories and recipes.,alaska sourdough read book visiting brother alaska loved going making sourdough starter soon book full great stories recipes
pos,"Old and good: This book is worth to keep in your collection as it does not only advise what to do with sourdough but Ruth also told you what the picture of past 100 years ago in Alaska where no stand mixer nor any civilized stuffs in kitchen, just a pot of sourdough.",old good book worth keep collection advise sourdough ruth also told picture past years ago alaska stand mixer civilized stuffs kitchen pot sourdough
pos,"autumn: got this for my daughter in NC, she is now making prefect bread. Wish she lived closer to make me some",autumn got daughter nc making prefect bread wish lived closer make
pos,"Fast mp3 download of music waxed decades ago: One of these 26 songs played as background music on a YouTube video of some kind of gymnastic or dance feat out of Russia. I hunted down the melody, read the English lyrics, then decided to see what else was in the album. Downloaded the full album for $15 via Amazon mp3 downloader, and now happily listen to the melodies (interspersed) on my iPod.",fast mp download music waxed decades ago one songs played background music youtube video kind gymnastic dance feat russia hunted melody read english lyrics decided see else album downloaded full album via amazon mp downloader happily listen melodies interspersed ipod
neg,"Maybe I got a bad one.: My experience: I got this from FM, not Amazon. The DVD player rattled pretty loudly sometimes (but not always) when I put in a DVD. I tried several. The picture quality wasn't all that great and the screen got a horizontal line thru the middle after a short time that would not go away. Plus one of the other reviewers was dead on about the remote - the layout makes no sense at all! Very poor human engineering, IMO. I brought it back to the store for a refund. I saw the same model under the Emerson name for <$400 at WM but was hesitant to buy it.",maybe got bad one experience got fm amazon dvd player rattled pretty loudly sometimes always put dvd tried several picture quality wasnt great screen got horizontal line thru middle short time would go away plus one reviewers dead remote layout makes sense poor human engineering imo brought back store refund saw model emerson name wm hesitant buy
pos,"Sylvania 6620LDG 20"" Flat Panel LCD TV with Built in DVD player: Light weight, space saving very attractive design. Sharp Picture, Good sound quality and quick response time. DVD playback also excellent. Only negative is its remote control. It is hard to read the functions of the keys due to color choices. The placement of the keys are almost illogical and you have to look at it carefully before each use. It almost seems like it was designed by an imbecil. The quality, the features and the price still makes this TV an excellent buy.",sylvania ldg flat panel lcd tv built dvd player light weight space saving attractive design sharp picture good sound quality quick response time dvd playback also excellent negative remote control hard read functions keys due color choices placement keys almost illogical look carefully use almost seems like designed imbecil quality features price still makes tv excellent buy
neg,"TERRIBLE!! DO NOT BUY THIS: I bought this for my wife for her birthday,and had toreturn it because the DVD palyer would not work. I returned it and got a repalcement, which once again the DVD player failed to work! It is a piece of junk.",terrible buy bought wife birthdayand toreturn dvd palyer would work returned got repalcement dvd player failed work piece junk
neg,"*** BEWARE ***: This TV is set so that it is not capable of a ""recall"" function. If you want to flash back between channels, this TV is not going to give it to you. The remote control that comes with the TV has no recall function, so I bought a Sony universal, which is a much better remote, that had the recall button on it. However, I soon learned that the TV is set at the factory to not have the capability to flash-back. It may not be a big deal to some, but this user found it very annoying.",beware tv set capable recall function want flash back channels tv going give remote control comes tv recall function bought sony universal much better remote recall button however soon learned tv set factory capability flashback may big deal user found annoying
pos,"Kitchen TV: I bought this to replace a 13"" tube tv in my kitchen. What I gained was a larger screen plus relcaiming the counter space. The picture is good, and the internal DVD player is a bonus. All in all, a good purchase.",kitchen tv bought replace tube tv kitchen gained larger screen plus relcaiming counter space picture good internal dvd player bonus good purchase
